ingredient_name,product_name,side_effects,precautions
벤라팍신염산염(Venlafaxine Hydrochloride),벤팍신서방캡슐,"구역, 불면증, 졸음, 무력증",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
벤라팍신염산염(Venlafaxine Hydrochloride),이팩사엑스알서방캡슐,"구역, 불면증, 졸음, 무력증",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
벤라팍신염산염(Venlafaxine Hydrochloride),코팩사엑스알서방캡슐,"구역, 불면증, 졸음, 무력증",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
벤라팍신염산염(Venlafaxine Hydrochloride),파마벤라팍신서방캡슐,"구역, 불면증, 졸음, 무력증",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),명문알프라졸람정,"우울, 진정, 졸림, 실조, 기억력 장애, 구음장애, 어지러움, 두통, 변비, 구강건조",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),아졸락정,"우울, 진정, 졸림, 실조, 기억력 장애, 구음장애, 어지러움, 두통, 변비, 구강건조",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),알프라낙스정,"우울, 진정, 졸림, 실조, 기억력 장애, 구음장애, 어지러움, 두통, 변비, 구강건조",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),알프라원정,"우울, 진정, 졸림, 실조, 기억력 장애, 구음장애, 어지러움, 두통, 변비, 구강건조",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),알프람정,"우울, 진정, 졸림, 실조, 기억력 장애, 구음장애, 어지러움, 두통, 변비, 구강건조",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),자나팜정,"우울, 진정, 졸림, 실조, 기억력 장애, 구음장애, 어지러움, 두통, 변비, 구강건조",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),자낙스정,"우울, 진정, 졸림, 실조, 기억력 장애, 구음장애, 어지러움, 두통, 변비, 구강건조",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),자세틴정,"우울, 진정, 졸림, 실조, 기억력 장애, 구음장애, 어지러움, 두통, 변비, 구강건조",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),자이렌정,"우울, 진정, 졸림, 실조, 기억력 장애, 구음장애, 어지러움, 두통, 변비, 구강건조",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),한림알프라졸람정,"우울, 진정, 졸림, 실조, 기억력 장애, 구음장애, 어지러움, 두통, 변비, 구강건조",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),명문알프라졸람정,"파킨슨, 정좌불능증,졸림, 어지러움, 진정, 진전, 근육긴장이상",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),아졸락정,"파킨슨, 정좌불능증,졸림, 어지러움, 진정, 진전, 근육긴장이상",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),알프라낙스정,"파킨슨, 정좌불능증,졸림, 어지러움, 진정, 진전, 근육긴장이상",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),알프라원정,"파킨슨, 정좌불능증,졸림, 어지러움, 진정, 진전, 근육긴장이상",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),알프람정,"파킨슨, 정좌불능증,졸림, 어지러움, 진정, 진전, 근육긴장이상",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),자나팜정,"파킨슨, 정좌불능증,졸림, 어지러움, 진정, 진전, 근육긴장이상",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),자낙스정,"파킨슨, 정좌불능증,졸림, 어지러움, 진정, 진전, 근육긴장이상",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),자세틴정,"파킨슨, 정좌불능증,졸림, 어지러움, 진정, 진전, 근육긴장이상",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),자이렌정,"파킨슨, 정좌불능증,졸림, 어지러움, 진정, 진전, 근육긴장이상",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
알프라졸람(Alprazolam),한림알프라졸람정,"파킨슨, 정좌불능증,졸림, 어지러움, 진정, 진전, 근육긴장이상",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
할로페리돌(Haloperidol),명인할로페리돌정,"심혈관계이상, 신경이완제악성증후군, 추체외로중상, 지발성 운동장애",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
할로페리돌(Haloperidol),페리돌정,"심혈관계이상, 신경이완제악성증후군, 추체외로중상, 지발성 운동장애",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
할로페리돌(Haloperidol),뉴로자핀정,"심혈관계이상, 신경이완제악성증후군, 추체외로중상, 지발성 운동장애",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
올란자핀(Olanzapine),산도스올란자핀정,"졸음과 체중증가, 호산구증가증, 프로락틴, 콜레스테롤, 혈당 및 중성지방 수치 상승, 당뇨, 식욕 증가, 정좌불능증, 파킨슨증, 백혈구감소증, 중성구감소증, 운동 이상증, 기립성 저혈압, 항콜린 작용, 간 트랜스아미나제의 일시적인 증상이 없는 상승, 발진, 무력증, 피로, 발열, 관절통, 알칼리 인산분해효소 증가, 감마 글루타밀 전이효소(GGT) 상승, 요산 상승, 크레아틴인산활성효소 상승, 부종",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
올란자핀(Olanzapine),에이프렉사정,"졸음과 체중증가, 호산구증가증, 프로락틴, 콜레스테롤, 혈당 및 중성지방 수치 상승, 당뇨, 식욕 증가, 정좌불능증, 파킨슨증, 백혈구감소증, 중성구감소증, 운동 이상증, 기립성 저혈압, 항콜린 작용, 간 트랜스아미나제의 일시적인 증상이 없는 상승, 발진, 무력증, 피로, 발열, 관절통, 알칼리 인산분해효소 증가, 감마 글루타밀 전이효소(GGT) 상승, 요산 상승, 크레아틴인산활성효소 상승, 부종",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
올란자핀(Olanzapine),영진올란자핀정,"졸음과 체중증가, 호산구증가증, 프로락틴, 콜레스테롤, 혈당 및 중성지방 수치 상승, 당뇨, 식욕 증가, 정좌불능증, 파킨슨증, 백혈구감소증, 중성구감소증, 운동 이상증, 기립성 저혈압, 항콜린 작용, 간 트랜스아미나제의 일시적인 증상이 없는 상승, 발진, 무력증, 피로, 발열, 관절통, 알칼리 인산분해효소 증가, 감마 글루타밀 전이효소(GGT) 상승, 요산 상승, 크레아틴인산활성효소 상승, 부종",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
올란자핀(Olanzapine),올라핀정,"졸음과 체중증가, 호산구증가증, 프로락틴, 콜레스테롤, 혈당 및 중성지방 수치 상승, 당뇨, 식욕 증가, 정좌불능증, 파킨슨증, 백혈구감소증, 중성구감소증, 운동 이상증, 기립성 저혈압, 항콜린 작용, 간 트랜스아미나제의 일시적인 증상이 없는 상승, 발진, 무력증, 피로, 발열, 관절통, 알칼리 인산분해효소 증가, 감마 글루타밀 전이효소(GGT) 상승, 요산 상승, 크레아틴인산활성효소 상승, 부종",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
올란자핀(Olanzapine),올자펙스정,"졸음과 체중증가, 호산구증가증, 프로락틴, 콜레스테롤, 혈당 및 중성지방 수치 상승, 당뇨, 식욕 증가, 정좌불능증, 파킨슨증, 백혈구감소증, 중성구감소증, 운동 이상증, 기립성 저혈압, 항콜린 작용, 간 트랜스아미나제의 일시적인 증상이 없는 상승, 발진, 무력증, 피로, 발열, 관절통, 알칼리 인산분해효소 증가, 감마 글루타밀 전이효소(GGT) 상승, 요산 상승, 크레아틴인산활성효소 상승, 부종",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
올란자핀(Olanzapine),올자핀정,"졸음과 체중증가, 호산구증가증, 프로락틴, 콜레스테롤, 혈당 및 중성지방 수치 상승, 당뇨, 식욕 증가, 정좌불능증, 파킨슨증, 백혈구감소증, 중성구감소증, 운동 이상증, 기립성 저혈압, 항콜린 작용, 간 트랜스아미나제의 일시적인 증상이 없는 상승, 발진, 무력증, 피로, 발열, 관절통, 알칼리 인산분해효소 증가, 감마 글루타밀 전이효소(GGT) 상승, 요산 상승, 크레아틴인산활성효소 상승, 부종",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
올란자핀(Olanzapine),자이자핀정,"졸음과 체중증가, 호산구증가증, 프로락틴, 콜레스테롤, 혈당 및 중성지방 수치 상승, 당뇨, 식욕 증가, 정좌불능증, 파킨슨증, 백혈구감소증, 중성구감소증, 운동 이상증, 기립성 저혈압, 항콜린 작용, 간 트랜스아미나제의 일시적인 증상이 없는 상승, 발진, 무력증, 피로, 발열, 관절통, 알칼리 인산분해효소 증가, 감마 글루타밀 전이효소(GGT) 상승, 요산 상승, 크레아틴인산활성효소 상승, 부종",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
올란자핀(Olanzapine),자이프렉사자이디스확산정,"졸음과 체중증가, 호산구증가증, 프로락틴, 콜레스테롤, 혈당 및 중성지방 수치 상승, 당뇨, 식욕 증가, 정좌불능증, 파킨슨증, 백혈구감소증, 중성구감소증, 운동 이상증, 기립성 저혈압, 항콜린 작용, 간 트랜스아미나제의 일시적인 증상이 없는 상승, 발진, 무력증, 피로, 발열, 관절통, 알칼리 인산분해효소 증가, 감마 글루타밀 전이효소(GGT) 상승, 요산 상승, 크레아틴인산활성효소 상승, 부종",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
올란자핀(Olanzapine),자이프렉사정,"졸음과 체중증가, 호산구증가증, 프로락틴, 콜레스테롤, 혈당 및 중성지방 수치 상승, 당뇨, 식욕 증가, 정좌불능증, 파킨슨증, 백혈구감소증, 중성구감소증, 운동 이상증, 기립성 저혈압, 항콜린 작용, 간 트랜스아미나제의 일시적인 증상이 없는 상승, 발진, 무력증, 피로, 발열, 관절통, 알칼리 인산분해효소 증가, 감마 글루타밀 전이효소(GGT) 상승, 요산 상승, 크레아틴인산활성효소 상승, 부종",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
올란자핀(Olanzapine),자이피스오디정,"졸음과 체중증가, 호산구증가증, 프로락틴, 콜레스테롤, 혈당 및 중성지방 수치 상승, 당뇨, 식욕 증가, 정좌불능증, 파킨슨증, 백혈구감소증, 중성구감소증, 운동 이상증, 기립성 저혈압, 항콜린 작용, 간 트랜스아미나제의 일시적인 증상이 없는 상승, 발진, 무력증, 피로, 발열, 관절통, 알칼리 인산분해효소 증가, 감마 글루타밀 전이효소(GGT) 상승, 요산 상승, 크레아틴인산활성효소 상승, 부종",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
올란자핀(Olanzapine),테바올란자핀정,"졸음과 체중증가, 호산구증가증, 프로락틴, 콜레스테롤, 혈당 및 중성지방 수치 상승, 당뇨, 식욕 증가, 정좌불능증, 파킨슨증, 백혈구감소증, 중성구감소증, 운동 이상증, 기립성 저혈압, 항콜린 작용, 간 트랜스아미나제의 일시적인 증상이 없는 상승, 발진, 무력증, 피로, 발열, 관절통, 알칼리 인산분해효소 증가, 감마 글루타밀 전이효소(GGT) 상승, 요산 상승, 크레아틴인산활성효소 상승, 부종",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
올란자핀(Olanzapine),피엠에스올란자핀정,"졸음과 체중증가, 호산구증가증, 프로락틴, 콜레스테롤, 혈당 및 중성지방 수치 상승, 당뇨, 식욕 증가, 정좌불능증, 파킨슨증, 백혈구감소증, 중성구감소증, 운동 이상증, 기립성 저혈압, 항콜린 작용, 간 트랜스아미나제의 일시적인 증상이 없는 상승, 발진, 무력증, 피로, 발열, 관절통, 알칼리 인산분해효소 증가, 감마 글루타밀 전이효소(GGT) 상승, 요산 상승, 크레아틴인산활성효소 상승, 부종",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
졸피뎀타르타르산염 (Zolpidem Tartrate),스립정,"두통, 어지러움, 불면증 악화, 선행성 건망증, 환각, 초조, 악몽, 우울",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
졸피뎀타르타르산염 (Zolpidem Tartrate),스틸녹스정,"두통, 어지러움, 불면증 악화, 선행성 건망증, 환각, 초조, 악몽, 우울",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
졸피뎀타르타르산염 (Zolpidem Tartrate),스틸녹스CR정,"두통, 어지러움, 불면증 악화, 선행성 건망증, 환각, 초조, 악몽, 우울",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
졸피뎀타르타르산염 (Zolpidem Tartrate),스틸렉스정,"두통, 어지러움, 불면증 악화, 선행성 건망증, 환각, 초조, 악몽, 우울",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
졸피뎀타르타르산염 (Zolpidem Tartrate),졸피드정,"두통, 어지러움, 불면증 악화, 선행성 건망증, 환각, 초조, 악몽, 우울",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
졸피뎀타르타르산염 (Zolpidem Tartrate),졸피람정,"두통, 어지러움, 불면증 악화, 선행성 건망증, 환각, 초조, 악몽, 우울",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
졸피뎀타르타르산염 (Zolpidem Tartrate),졸피신정,"두통, 어지러움, 불면증 악화, 선행성 건망증, 환각, 초조, 악몽, 우울",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
졸피뎀타르타르산염 (Zolpidem Tartrate),졸피움정,"두통, 어지러움, 불면증 악화, 선행성 건망증, 환각, 초조, 악몽, 우울",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
졸피뎀타르타르산염 (Zolpidem Tartrate),졸피원정,"두통, 어지러움, 불면증 악화, 선행성 건망증, 환각, 초조, 악몽, 우울",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
졸피뎀타르타르산염 (Zolpidem Tartrate),파마주석산졸피뎀정,"두통, 어지러움, 불면증 악화, 선행성 건망증, 환각, 초조, 악몽, 우울",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
졸피뎀타르타르산염 (Zolpidem Tartrate),졸민정,"두통, 어지러움, 불면증 악화, 선행성 건망증, 환각, 초조, 악몽, 우울",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
졸피뎀타르타르산염 (Zolpidem Tartrate),트리람정,"두통, 어지러움, 불면증 악화, 선행성 건망증, 환각, 초조, 악몽, 우울",이 약은 물과 함께 정제 그대로 복용해야 한다. 정제를 씹거나 자르거나 분쇄해서는 안된다. 이 약은 음식과 함께 복용하여도 무관하다.
